classid,image_path,species,genus,family,order,class,image_backup_url
3110654,3110654/c510d63647c0d6fefe441fdaf6d45764e98a75de.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/c510d63647c0d6fefe441fdaf6d45764e98a75de.jpg
3110654,3110654/978108d155b66f2066060b360e56e87187bd2bd1.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/978108d155b66f2066060b360e56e87187bd2bd1.jpg
3110654,3110654/e0e21478d4a10084d2155e812040b36dd6ba9f11.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/e0e21478d4a10084d2155e812040b36dd6ba9f11.jpg
3110654,3110654/504d72f51127a0dc4bebac631ff95258e82402c3.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/504d72f51127a0dc4bebac631ff95258e82402c3.jpg
3110654,3110654/7c799843fde6af1d71a5fd066f2c35c7868d1e66.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/7c799843fde6af1d71a5fd066f2c35c7868d1e66.jpg
3110654,3110654/9e39b0aba93dccab9fc8f4b1d9b931a5aa9eb51f.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/9e39b0aba93dccab9fc8f4b1d9b931a5aa9eb51f.jpg
3110654,3110654/07201db6c02bcab8797d178a56fd1072f7f81aa9.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/07201db6c02bcab8797d178a56fd1072f7f81aa9.jpg
3110654,3110654/224498f9b24f7ec32724b4726e6f5df3a4ff89bd.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/224498f9b24f7ec32724b4726e6f5df3a4ff89bd.jpg
3110654,3110654/71b6898c19171ea0fc89081c3c1781a09487e27b.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/71b6898c19171ea0fc89081c3c1781a09487e27b.jpg
3110654,3110654/962c49868e5ba16264a58c3f1929def6683ad796.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/962c49868e5ba16264a58c3f1929def6683ad796.jpg
3110654,3110654/e047684e96d396560711d53e0f740fbfa34d41ac.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/e047684e96d396560711d53e0f740fbfa34d41ac.jpg
3110654,3110654/e5e163404a42e896dce162c6008e2b3945e1121f.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/e5e163404a42e896dce162c6008e2b3945e1121f.jpg
3110654,3110654/44b6edf4fe54e4625c83819af84bc9cde8a34959.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/44b6edf4fe54e4625c83819af84bc9cde8a34959.jpg
3110654,3110654/6ab1d83a8feb88c71a2968a2de59a47aa2a00748.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/6ab1d83a8feb88c71a2968a2de59a47aa2a00748.jpg
3110654,3110654/4c6bb9f0892a6178f7dd3bf230cd4286cfbd15fd.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/4c6bb9f0892a6178f7dd3bf230cd4286cfbd15fd.jpg
3110654,3110654/97582701a159b5405bf64564746d08085f1f204a.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/97582701a159b5405bf64564746d08085f1f204a.jpg
3110654,3110654/f2718890788d8862fe6ab1867caa2fcce98d2bb3.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/f2718890788d8862fe6ab1867caa2fcce98d2bb3.jpg
3110654,3110654/2936f8b15b50af1bbe0e0312f6227bc93bf0689f.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/2936f8b15b50af1bbe0e0312f6227bc93bf0689f.jpg
3110654,3110654/e22f6cefbecd50fd49f3fd918e221fc07a9d8f49.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/e22f6cefbecd50fd49f3fd918e221fc07a9d8f49.jpg
3110654,3110654/fe65ca29ccbfb06a9f7f543dcdfbe2e7889440fd.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/fe65ca29ccbfb06a9f7f543dcdfbe2e7889440fd.jpg
3110654,3110654/e9f2cb5a314007cc9f18a0d21443843705dbc230.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/e9f2cb5a314007cc9f18a0d21443843705dbc230.jpg
3110654,3110654/e120d6ae1d92f870cb080d60bb002899453015f6.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/e120d6ae1d92f870cb080d60bb002899453015f6.jpg
3110654,3110654/4e1ef03060394726c570e4172e65371f8bd54d23.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/4e1ef03060394726c570e4172e65371f8bd54d23.jpg
3110654,3110654/01197eb16407f95c31ad1da9b7d668c9fef6ef25.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/01197eb16407f95c31ad1da9b7d668c9fef6ef25.jpg
3110654,3110654/b0e88f0b66e01f2b7b91158216281585f6427525.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/b0e88f0b66e01f2b7b91158216281585f6427525.jpg
3110654,3110654/31fae77eaf08dcd443a0671e9930183a4841caad.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/31fae77eaf08dcd443a0671e9930183a4841caad.jpg
3110654,3110654/79f41d6a4501d35ed3d31c9c375690d4c5cf52ac.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/79f41d6a4501d35ed3d31c9c375690d4c5cf52ac.jpg
3110654,3110654/fcf73fe96d6471f6050a6880afb714802fb4a093.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/fcf73fe96d6471f6050a6880afb714802fb4a093.jpg
3110654,3110654/e7e5803baff4ee46f7c8967efde2d9ff614649c1.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/e7e5803baff4ee46f7c8967efde2d9ff614649c1.jpg
3110654,3110654/2bd6e72d88417f18addaa720432e356fafa41b4b.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/2bd6e72d88417f18addaa720432e356fafa41b4b.jpg
3110654,3110654/1449f78da82e64bfce75f37686c29c790ae12dbd.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/1449f78da82e64bfce75f37686c29c790ae12dbd.jpg
3110654,3110654/c6f7d3afcf3ac4ce7a689aa905a26dd5137a8d69.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/c6f7d3afcf3ac4ce7a689aa905a26dd5137a8d69.jpg
3110654,3110654/f4790474d2e33545d6b2a11d6a385480f145030d.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/f4790474d2e33545d6b2a11d6a385480f145030d.jpg
3110654,3110654/3f420f3507f0b8731dd73b2bf6d27473d4d24cd6.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/3f420f3507f0b8731dd73b2bf6d27473d4d24cd6.jpg
3110654,3110654/caca0d4a396bf084d8cd413b8e0c5e8f6ea6811a.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/caca0d4a396bf084d8cd413b8e0c5e8f6ea6811a.jpg
3110654,3110654/a98cb44d7e28cfca6c6bea482b7e7bdc0a6057dd.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/a98cb44d7e28cfca6c6bea482b7e7bdc0a6057dd.jpg
3110654,3110654/f251e4ca1cc74bcc1e7d16e63ca534852c70a74d.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/f251e4ca1cc74bcc1e7d16e63ca534852c70a74d.jpg
3110654,3110654/0c97a62a3339a718a5a7c3b9e5dbaa484ce3673a.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/0c97a62a3339a718a5a7c3b9e5dbaa484ce3673a.jpg
3110654,3110654/f1e2b1cccff400236bb8d1203182792019f6ad80.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/f1e2b1cccff400236bb8d1203182792019f6ad80.jpg
3110654,3110654/ec58b1a1469f32323282cd52684ed6258726045f.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/ec58b1a1469f32323282cd52684ed6258726045f.jpg
3110654,3110654/c4b70f6b6cc97acbe7c5d0003982a39c126623d3.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/c4b70f6b6cc97acbe7c5d0003982a39c126623d3.jpg
3110654,3110654/280a234d6a7a2da28b570be1137dc184d854bb7d.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/280a234d6a7a2da28b570be1137dc184d854bb7d.jpg
3110654,3110654/d98c99bfa35754a6db35b208387ef018def58223.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/d98c99bfa35754a6db35b208387ef018def58223.jpg
3110654,3110654/29ad9018a5db1fe15ceb5e3e165177c6fbbf9ef6.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/29ad9018a5db1fe15ceb5e3e165177c6fbbf9ef6.jpg
3110654,3110654/2aadcc713922b286a8229a7eaec4fbc7c634cba1.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/2aadcc713922b286a8229a7eaec4fbc7c634cba1.jpg
3110654,3110654/7578ef42e661505e3dc47f18fbfeafe9a9fc5484.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/7578ef42e661505e3dc47f18fbfeafe9a9fc5484.jpg
3110654,3110654/6fc00b819a0b229aa484b0ae1f48910bbe4999d9.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/6fc00b819a0b229aa484b0ae1f48910bbe4999d9.jpg
3110654,3110654/573c133a15248b7e9e4896c13125769e4e99ec6d.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/573c133a15248b7e9e4896c13125769e4e99ec6d.jpg
3110654,3110654/602f82a04a05e1c16bdf32761adf7d5c2b43c0b8.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/602f82a04a05e1c16bdf32761adf7d5c2b43c0b8.jpg
3110654,3110654/c8cbd5e374d47dd8b6d32b8c7222294950bc3a46.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/c8cbd5e374d47dd8b6d32b8c7222294950bc3a46.jpg
3110654,3110654/424b814143e488a2fc94f27b51ea02c250609092.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/424b814143e488a2fc94f27b51ea02c250609092.jpg
3110654,3110654/8934d5b7caba02f2eb8c74ceff81f980e5034e6a.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/8934d5b7caba02f2eb8c74ceff81f980e5034e6a.jpg
3110654,3110654/984cf7f85ad66910a65636c7ebbbe81f08f98390.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/984cf7f85ad66910a65636c7ebbbe81f08f98390.jpg
3110654,3110654/4d938319d8accfdb917f9f3883723cec7fa825e7.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/4d938319d8accfdb917f9f3883723cec7fa825e7.jpg
3110654,3110654/64a6d0770da519dfe2f653fe16cf8060f54d4b23.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/64a6d0770da519dfe2f653fe16cf8060f54d4b23.jpg
3110654,3110654/e9e195d4e20ef86508f0371c63bf564780ecb783.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/e9e195d4e20ef86508f0371c63bf564780ecb783.jpg
3110654,3110654/d1604f29a1edea65213200062974cfdf055ac315.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/d1604f29a1edea65213200062974cfdf055ac315.jpg
3110654,3110654/5d54e6bc6e645cce492e80c950a219a6698d3843.jpg,ambrosia confertiflora dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110654/5d54e6bc6e645cce492e80c950a219a6698d3843.jpg
3110686,3110686/dea5a3a16d652063398f454e9ce3e826b63a4856.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/dea5a3a16d652063398f454e9ce3e826b63a4856.jpg
3110686,3110686/aec2d4db8b843c0c6ba7de6559371e277c9891e6.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/aec2d4db8b843c0c6ba7de6559371e277c9891e6.jpg
3110686,3110686/4a8d0b53b3cb1a59a004bc8c41e22cd96f74a35f.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/4a8d0b53b3cb1a59a004bc8c41e22cd96f74a35f.jpg
3110686,3110686/ecd0e294a24bfe06fc190e9acade73584619855c.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/ecd0e294a24bfe06fc190e9acade73584619855c.jpg
3110686,3110686/457d1f125f6f4a37d0036bfabb0db8d68a1b7f28.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/457d1f125f6f4a37d0036bfabb0db8d68a1b7f28.jpg
3110686,3110686/8f1b51f71285a0278ec9b48e4e787660d55d4ce7.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/8f1b51f71285a0278ec9b48e4e787660d55d4ce7.jpg
3110686,3110686/c83115df202ed2c4432d545fa732db206b50a41f.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/c83115df202ed2c4432d545fa732db206b50a41f.jpg
3110686,3110686/0be9f914da745f8a94a0d2d6aaeb5fbd5e323626.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/0be9f914da745f8a94a0d2d6aaeb5fbd5e323626.jpg
3110686,3110686/47d903dd8ba1ccad6ba96e4efd58bd81e2cca22f.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/47d903dd8ba1ccad6ba96e4efd58bd81e2cca22f.jpg
3110686,3110686/e1eda1852ec4062f73175bbcc9d8df5a76c5983a.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/e1eda1852ec4062f73175bbcc9d8df5a76c5983a.jpg
3110686,3110686/11f69cc06924f6cefc83962cb2d231d9897da262.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/11f69cc06924f6cefc83962cb2d231d9897da262.jpg
3110686,3110686/a32413f636a38f348492b8cd58440ae38ceada6b.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/a32413f636a38f348492b8cd58440ae38ceada6b.jpg
3110686,3110686/c116bb5ee8426cb6ca5e51c1c5933f0b612f7f9e.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/c116bb5ee8426cb6ca5e51c1c5933f0b612f7f9e.jpg
3110686,3110686/baa24c832bd4d9d88b07203c7be5fb03fff2c66b.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/baa24c832bd4d9d88b07203c7be5fb03fff2c66b.jpg
3110686,3110686/40627a7bdb2cc4e6bdde81edb172aa6020a1f809.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/40627a7bdb2cc4e6bdde81edb172aa6020a1f809.jpg
3110686,3110686/8db977a64f1f2ccc3216f320ebf4d9abd5ee7519.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/8db977a64f1f2ccc3216f320ebf4d9abd5ee7519.jpg
3110686,3110686/07aea474df23a9d01ecd1d7824d3450730986428.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/07aea474df23a9d01ecd1d7824d3450730986428.jpg
3110686,3110686/1b3823b07ff30a228d02fa2e8bfd56f6bc5e2d20.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/1b3823b07ff30a228d02fa2e8bfd56f6bc5e2d20.jpg
3110686,3110686/d5a49e5b6ed4006321111475b33348ee95eeee7c.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/d5a49e5b6ed4006321111475b33348ee95eeee7c.jpg
3110686,3110686/6ae23fcfc2087668e91584a6a9e1a9966df625be.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/6ae23fcfc2087668e91584a6a9e1a9966df625be.jpg
3110686,3110686/07222a1294484922502700599e789c4ee9fd2561.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/07222a1294484922502700599e789c4ee9fd2561.jpg
3110686,3110686/240400d6195ffe6ec20eae5baa0b9eb741bd1daf.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/240400d6195ffe6ec20eae5baa0b9eb741bd1daf.jpg
3110686,3110686/756a51301e213b52fadf026ce4b889c1e5a71e57.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/756a51301e213b52fadf026ce4b889c1e5a71e57.jpg
3110686,3110686/4efcb9557900c66620b7cd825118196c38320707.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/4efcb9557900c66620b7cd825118196c38320707.jpg
3110686,3110686/5bdcfd79326f854eff8913d84b6196d557b1febb.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/5bdcfd79326f854eff8913d84b6196d557b1febb.jpg
3110686,3110686/c025596f0e0bff4ca69d2cff941a6195a392e4ec.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/c025596f0e0bff4ca69d2cff941a6195a392e4ec.jpg
3110686,3110686/4b22dec650c4cef40521d7c95db84673547866ac.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/4b22dec650c4cef40521d7c95db84673547866ac.jpg
3110686,3110686/f739db820a9627f30d6dc58461078d45f6494bef.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/f739db820a9627f30d6dc58461078d45f6494bef.jpg
3110686,3110686/b88a2bae058a12d8154805dfc5dd305e74b3886a.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/b88a2bae058a12d8154805dfc5dd305e74b3886a.jpg
3110686,3110686/67d6228d2d811c39749fea95a68533c007984373.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/67d6228d2d811c39749fea95a68533c007984373.jpg
3110686,3110686/782fc86b7eef444b667071473284b0905b143e13.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/782fc86b7eef444b667071473284b0905b143e13.jpg
3110686,3110686/1651846c100f18c2c77a32b42cdbe0177f8b793f.jpg,ambrosia psilostachya dc.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3110686/1651846c100f18c2c77a32b42cdbe0177f8b793f.jpg
