"taxon_id (Info Flora)";"Wissenschaftlicher Name";"LIST 2021";Habitus;Name DE;;;Nom FR;;;Nome IT;;;"Jura";"Mittelland";"Alpennordflanke";"Zentralalpen W";"Zentralalpen O";"Alpensüdflanke";IFL 2014;"Anhang 2 (FrSV)"
1050424;Vitis riparia Michx. [nur als Aggregat behandelt];P_INV;Li;Ufer-Rebe;link;https://www.infoflora.ch/de/flora/1050424;Vigne des rivages;link;https://www.infoflora.ch/fr/flore/1050424;Vite delle rive;link;https://www.infoflora.ch/it/flora/1050424;/;/;/;/;/;/;AL;
1003235;Ambrosia confertiflora DC.;Zu_ERW;Kr;Weichblättrige Ambrosie;link;https://www.infoflora.ch/de/flora/1003235;Ambroisie à feuilles molles;link;https://www.infoflora.ch/fr/flore/1003235;Ambrosia a foglie morbide;link;https://www.infoflora.ch/it/flora/1003235;_;_;_;_;_;_;AL;
1003250;Ambrosia psilostachya DC.;Zu_ERW;Kr;Stauden-Ambrosie;link;https://www.infoflora.ch/de/flora/1003250;Ambroisie à épis glabres;link;https://www.infoflora.ch/fr/flore/1003250;Ambrosia con spighe rade;link;https://www.infoflora.ch/it/flora/1003250;_;_;_;_;_;_;AL;
1007870;Cabomba caroliniana A. Gray;Zu_ERW;Wa;Karolina-Haarnixe;link;https://www.infoflora.ch/de/flora/1007870;Cabomba, Évantail de Caroline;link;https://www.infoflora.ch/fr/flore/1007870;Cabomba della Carolina;link;https://www.infoflora.ch/it/flora/1007870;_;_;_;_;_;_;BL;
1013530;Crassula helmsii (Kirk) Cockayne;Zu_ERW;Wa;Nadelkraut;link;https://www.infoflora.ch/de/flora/1013530;Crassule de Helm;link;https://www.infoflora.ch/fr/flore/1013530;Erba grassa di Helms;link;https://www.infoflora.ch/it/flora/1013530;_;_;_;_;_;_;BL;X
1016050;Echinocystis lobata (Michx.) Torr. & A. Gray;Zu_ERW;Li;Stachelgurke;link;https://www.infoflora.ch/de/flora/1016050;Concombre sauvage;link;https://www.infoflora.ch/fr/flore/1016050;Sicios lobata;link;https://www.infoflora.ch/it/flora/1016050;_;_;_;_;_;_;BL;
1023848;Humulus japonicus Siebold & Zucc. [Syn. H. scandens (Lour.) Merr.];Zu_ERW;Li;Japanischer Hopfen;link;https://www.infoflora.ch/de/flora/1023848;Houblon du Japon;link;https://www.infoflora.ch/fr/flore/1023848;Luppolo giapponese;link;https://www.infoflora.ch/it/flora/1023848;_;_;_;_;_;_;AL;
1023940;Hydrocotyle ranunculoides L. f.;Zu_ERW;Wa;Grosser Wassernabel;link;https://www.infoflora.ch/de/flora/1023940;Hydrocotyle fausse renoncule;link;https://www.infoflora.ch/fr/flore/1023940;Soldinella reniforme;link;https://www.infoflora.ch/it/flora/1023940;_;_;_;_;_;_;BL;X
1027590;Ludwigia peploides (Kunth) P. H. Raven;Zu_ERW;Wa;Flutendes Heusenkraut;link;https://www.infoflora.ch/de/flora/1027590;Jussie rampante;link;https://www.infoflora.ch/fr/flore/1027590;Ludwigia peploide;link;https://www.infoflora.ch/it/flora/1027590;_;_;_;_;_;_;BL;X
1030095;Nassella trichotoma (Nees) Arechav. ;Zu_ERW;Gr;Argentinisches Federgras;link;https://www.infoflora.ch/de/flora/1030095;Cheveux d'Ange d'Argentine;link;https://www.infoflora.ch/fr/flore/1030095;Lino delle fate d'Argentina;link;https://www.infoflora.ch/it/flora/1030095;_;_;_;_;_;_;AL;
1032975;Pennisetum setaceum (Forssk.) Chiov.;Zu_ERW;Gr;Afrikanisches Lampenputzergras;link;https://www.infoflora.ch/de/flora/1032975;Herbe aux écouvillions d'Afrique;link;https://www.infoflora.ch/fr/flore/1032975;Penniseto allungato;link;https://www.infoflora.ch/it/flora/1032975;_;_;_;_;_;_;AL;
1035135;Polygonum perfoliatum L.;Zu_ERW;Li;Durchwachsener Knöterich;link;https://www.infoflora.ch/de/flora/1035135;Renouée perfoliée;link;https://www.infoflora.ch/fr/flore/1035135;Poligono perfogliato;link;https://www.infoflora.ch/it/flora/1035135;_;_;_;_;_;_;AL;
1041250;Salvinia molesta D. S. Mitch. §;Zu_ERW;Wa;Lästige Schwimmfarn;link;https://www.infoflora.ch/de/flora/1041250;Salvinie géante;link;https://www.infoflora.ch/fr/flore/1041250;Erba pesce gigante ;link;https://www.infoflora.ch/it/flora/1041250;_;_;_;_;_;_;KL;
